Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. eastropacia,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata
GIK10720-1,ATL947_0284,1,Box,20.3533,-17.9333,1008,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,529,0,0,1,2,4,2,0,0,0,0,112,64,103,3,0,0,0,0,190,0,0,13,10,11,0,1,0,5,0,0,3,0,0,0,0,7,0,0,0,0,0
GIK10737-1,ATL947_0285,1,Box,30.2117,-28.2967,1940,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,575,0,0,2,7,1,11,30,0,0,0,7,2,0,0,0,0,0,0,113,24,2,1,173,25,36,5,4,11,15,0,0,8,14,0,2,84,0,0,0,0,0
GIK10749-1,ATL947_0286,1,Box,34.3967,-15.6333,3600,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,564,0,0,2,10,1,21,40,0,0,0,79,24,20,1,1,0,0,0,120,17,2,2,88,34,4,4,2,10,33,0,6,2,2,0,0,38,0,0,0,0,0
GIK12307-4,ATL947_0287,1,Box,26.405,-14.9617,980,7,0,0.01,0.005,"Thiede, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. menardii and G. tumida set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,257,0,0,0,0,0,2,4,0,0,0,0,3,88,0,0,0,0,0,82,0,0,2,43,8,0,2,1,0,0,0,6,0,0,0,0,12,0,0,0,0,0
GIK12309-2,ATL947_0288,1,Box,26.8383,-15.11,2820,7,0,0.01,0.005,"Thiede, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,672,0,0,3,3,0,1,35,0,0,0,54,44,63,0,1,0,0,0,174,0,0,1,148,70,13,0,1,5,0,0,1,0,0,0,0,48,0,0,0,0,0
GIK12310-3,ATL947_0289,1,Box,23.4983,-18.7167,3076,7,0,0.01,0.005,"Thiede, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,1265,0,0,9,3,9,19,40,0,0,0,324,4,157,0,1,0,0,0,267,0,0,23,150,147,8,0,4,14,0,0,9,0,1,0,0,66,0,0,0,0,0
GIK12326-4,ATL947_0290,1,Box,23.035,-17.41,1056,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,273,0,0,0,1,0,0,2,0,0,0,36,43,67,0,0,0,0,0,98,1,1,2,8,4,0,1,0,5,0,0,0,1,0,0,0,2,0,0,0,0,0
GIK12336-1,ATL947_0293,1,Box,16.2383,-20.425,3645,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,1118,0,0,11,1,78,7,4,7,0,0,154,167,96,3,1,0,0,0,100,1,0,49,216,85,0,4,3,22,7,0,1,0,4,0,0,94,0,0,0,0,0
GIK12344-2,ATL947_0294,1,Box,15.4283,-17.3417,725,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,277,0,0,4,0,21,2,0,0,0,0,42,21,6,0,0,0,0,0,61,0,0,23,38,17,2,15,4,11,0,0,2,0,0,0,0,8,0,0,0,0,0
GIK12347-2,ATL947_0295,1,Box,15.825,-17.8617,2576,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,725,0,0,21,3,84,2,0,12,0,0,127,75,54,0,6,0,0,0,93,1,0,68,60,56,0,16,0,17,0,0,0,0,3,0,0,27,0,0,0,0,0
GIK13255-2,ATL947_0296,1,Box,17.8542,-17.1673,2082,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,353,0,0,2,0,7,0,0,0,0,0,56,56,76,4,0,0,0,0,105,0,0,17,10,5,0,4,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0
GIK13519-1,ATL947_0297,1,Gravity,5.67,-19.8517,2862,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,610,0,0,2,0,12,7,1,3,0,0,9,35,10,0,3,0,0,0,29,5,3,14,242,110,17,5,2,30,7,0,0,0,5,0,1,57,0,0,0,0,0
GIK13530-1,ATL947_0298,1,Box,21,-17.728,830,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. conglomerata set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, Corrected G. incompta complex",12,0,,505,0,0,2,0,3,4,1,0,0,0,78,49,103,2,0,0,0,0,212,0,0,5,9,5,0,5,0,16,1,0,5,0,0,0,0,7,0,0,0,0,0
GIK13534-1,ATL947_0299,1,Box,21.0217,-17.883,980,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. tumida corrected, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,822,0,0,2,0,4,5,3,3,0,0,87,108,232,9,0,0,0,0,302,0,0,4,19,4,4,0,0,8,2,0,9,0,3,0,0,12,0,0,0,0,0
GIK13586-3,ATL947_0300,1,Box,19.683,-17.2,660,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,746,0,0,1,0,9,5,0,0,0,0,175,98,85,0,0,0,0,0,233,0,0,38,40,10,0,9,2,16,5,0,6,0,4,0,0,7,0,0,0,0,0
GIK13587-1,ATL947_0301,1,Box,19.65,-17.217,810,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,439,0,0,0,0,6,7,0,0,0,0,93,43,31,0,0,0,0,0,154,0,0,23,25,13,0,4,2,11,1,0,3,0,2,0,0,8,0,0,0,0,0
GIK13588-2,ATL947_0302,1,Box,19.617,-17.25,970,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. conglomerata set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, Corrected G. incompta complex",12,0,,693,0,0,1,0,11,2,0,1,0,0,168,64,89,0,1,0,0,0,218,12,0,24,26,20,0,17,4,24,3,0,1,1,3,0,0,0,0,0,0,0,0
GIK15627-1,ATL947_0303,1,Grab,29.1667,-12.0867,955,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,348,0,0,1,3,0,0,11,0,0,0,29,9,13,0,3,0,0,0,139,10,0,1,60,21,4,3,0,4,4,0,7,4,2,0,0,19,0,0,0,0,0
GIK15628-1,ATL947_0304,1,Grab,29.083,-11.97,753,7,,,,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. conglomerata set to 0",4,0,,394,0,0,1,0,0,1,8,0,0,0,11,23,31,0,0,0,0,0,196,8,0,1,24,12,8,1,1,2,5,0,17,8,2,0,0,33,0,0,0,0,0
GIK15628-4,ATL947_0305,1,Grab,29.083,-11.97,766,7,,,,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",4,0,,501,0,0,0,3,0,6,12,0,0,0,31,16,43,3,0,0,0,0,246,3,1,10,39,9,0,5,2,11,1,0,17,2,0,0,0,45,0,0,0,0,0
GIK15634-1,ATL947_0306,1,Grab,28.255,-13.395,1218,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,434,0,0,1,2,0,9,9,0,0,0,22,28,32,0,6,0,0,0,228,4,0,1,44,17,2,2,0,4,5,0,2,2,2,0,0,13,0,0,0,0,0
GIK15635-2,ATL947_0307,1,Grab,27.2033,-14.66,2610,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,656,0,0,0,1,0,1,18,0,0,0,37,23,57,0,9,0,0,0,292,8,0,10,99,20,7,5,1,20,0,0,1,5,0,0,0,41,0,0,0,0,0
GIK15636-1,ATL947_0308,1,Piston,27.0083,-15.0883,2942,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,671,0,0,1,3,1,2,36,0,0,0,46,33,64,0,4,0,0,0,236,10,0,11,70,60,10,5,3,20,0,0,8,2,0,0,0,46,0,0,0,0,0
GIK15637-1,ATL947_0309,1,Piston,27.005,-18.9867,3849,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,779,0,0,3,8,0,11,45,2,0,0,146,138,156,5,0,0,0,0,104,5,0,2,76,5,3,12,0,2,0,0,5,0,0,0,0,46,0,0,0,0,0
GIK15638-2,ATL947_0310,1,Grab,32.2117,-10.445,2675,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,670,0,0,3,27,0,5,39,0,0,0,53,9,13,0,14,0,0,0,221,18,4,6,114,55,7,13,3,23,3,0,0,3,0,0,0,37,0,0,0,0,0
GIK15639-1,ATL947_0311,1,Grab,32.4883,-10.1133,1994,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,652,0,0,0,31,0,6,39,0,0,0,37,6,16,0,22,0,0,0,189,16,1,8,138,63,1,14,5,32,1,0,0,0,1,1,0,24,0,0,0,0,0
GIK15640-1,ATL947_0312,1,Grab,32.4467,-9.9583,1519,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,514,0,0,4,13,0,7,14,0,0,0,19,22,40,2,1,0,0,0,216,15,0,8,56,30,6,3,3,13,1,0,9,0,0,0,0,34,0,0,0,0,0
GIK15641-2,ATL947_0313,1,Grab,32.4283,-9.865,1063,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,648,0,0,5,14,0,10,32,0,0,0,66,25,72,7,5,0,0,0,217,8,3,1,80,45,7,5,0,10,0,0,8,0,0,0,0,29,0,0,0,0,0
GIK15642-1,ATL947_0314,1,Grab,32.4133,-9.845,846,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,265,0,0,2,6,0,4,10,0,0,0,16,2,0,0,9,0,0,0,107,13,1,3,55,20,2,5,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0
GIK15644-1,ATL947_0315,1,Grab,32.3983,-9.8083,487,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,297,0,0,1,2,0,3,19,0,0,0,30,14,32,5,0,0,0,0,118,1,1,2,23,21,0,1,3,2,0,0,6,0,0,0,0,11,0,0,0,0,0
GIK15645-1,ATL947_0316,1,Grab,32.3917,-9.795,442,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,498,0,0,0,7,0,2,20,0,0,0,42,21,12,0,3,0,0,0,237,3,0,0,69,45,2,8,0,11,0,0,0,0,1,0,0,11,0,0,0,0,0
GIK15646-1,ATL947_0317,1,Grab,32.3833,-9.7833,292,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,455,0,0,0,11,0,4,23,2,0,0,48,21,12,0,1,0,0,0,180,0,3,4,70,41,1,9,0,5,0,0,5,0,0,0,0,16,0,0,0,0,0
GIK15651-1,ATL947_0318,1,Piston,33.19,-9.83,3879,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,537,0,0,1,25,0,10,54,0,0,0,55,4,19,0,3,0,0,0,153,9,2,0,87,63,0,13,3,17,0,0,0,3,1,0,0,17,0,0,0,0,0
GIK15654-1,ATL947_0319,1,Grab,34.8733,-6.6333,151,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,395,0,0,1,8,0,2,24,0,0,0,37,13,16,0,0,0,0,0,196,0,2,3,50,23,4,2,0,4,0,0,2,0,2,0,0,9,0,0,0,0,0
GIK15657-1,ATL947_0320,1,Grab,34.8917,-6.6717,176,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,356,0,0,0,14,0,0,11,0,0,0,28,4,17,2,0,0,0,0,214,0,0,3,25,12,4,0,0,7,0,0,2,0,1,0,0,13,0,0,0,0,0
GIK15659-1,ATL947_0321,1,Grab,34.56,-6.7583,287,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,404,0,0,2,10,0,1,26,0,0,0,51,10,17,0,0,0,0,0,161,1,0,4,63,25,1,1,0,7,1,0,0,0,1,0,0,23,0,0,0,0,0
GIK15663-2,ATL947_0322,1,Box,34.92,-6.845,500,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,394,0,0,0,11,0,3,21,0,0,0,63,0,8,0,0,0,0,0,165,1,1,4,56,9,0,5,4,11,0,0,10,8,0,0,0,12,0,0,0,0,0
GIK15664-1,ATL947_0323,1,Grab,34.9283,-6.925,607,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,347,0,0,2,15,0,2,31,0,0,0,35,11,11,0,2,0,0,0,95,2,1,6,55,22,2,14,0,5,4,0,9,2,0,0,0,20,0,0,0,0,0
GIK15666-9,ATL947_0324,1,Grab,34.96,-7.1183,801,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,357,0,0,1,8,0,12,5,0,0,0,33,7,15,0,0,0,0,0,160,0,0,3,54,10,3,2,0,7,3,0,6,3,0,0,0,26,0,0,0,0,0
GIK15667-1,ATL947_0325,1,Grab,34.9917,-7.2833,1102,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,785,0,3,1,12,0,19,23,0,0,0,87,16,60,0,1,0,0,0,323,5,1,13,91,24,10,7,4,15,2,0,23,2,2,0,0,44,0,0,0,0,0
GIK15668-1,ATL947_0326,1,Giant Box,34.9783,-7.3283,1163,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,658,0,0,0,25,0,12,28,0,0,0,46,11,10,0,1,0,0,0,254,14,4,10,100,41,9,6,5,13,3,0,0,5,3,0,0,58,0,0,0,0,0
GIK15669-2,ATL947_0327,1,Grab,34.8917,-7.815,2001,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,599,0,2,1,22,0,14,31,0,0,0,41,7,12,0,3,0,0,0,231,5,1,4,90,43,11,8,7,19,2,0,0,7,0,0,0,38,0,0,0,0,0
GIK15672-2,ATL947_0328,1,Giant Box,34.86,-8.1267,2435,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,1019,0,2,1,31,0,18,72,0,0,0,76,5,21,0,0,0,0,0,348,31,15,21,155,73,13,11,10,28,2,0,2,10,2,0,0,72,0,0,0,0,0
GIK15673-2,ATL947_0329,1,Giant Box,34.795,-8.4033,3088,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,761,0,0,2,20,0,17,49,0,0,0,57,11,14,0,1,0,0,0,218,26,7,6,117,78,14,7,11,31,2,0,3,8,2,0,0,63,0,0,0,0,0
GIK15676-2,ATL947_0330,1,Grab,34.7567,-8.8483,3515,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,614,0,0,2,25,0,11,39,0,0,0,42,0,12,0,1,0,0,0,163,15,5,8,130,56,4,7,0,24,0,0,3,10,0,0,0,58,0,0,0,0,0
GIK15677-1,ATL947_0331,1,Grab,34.1033,-10.8283,4410,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,849,0,0,4,35,0,11,39,0,0,0,65,3,24,0,2,0,0,0,211,23,7,10,220,72,3,12,7,14,5,0,0,9,2,0,0,70,0,0,0,0,0
GIK15678-1,ATL947_0332,1,Grab,33.4717,-12.755,4305,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,497,0,0,1,15,0,6,32,0,0,0,27,7,15,0,0,0,0,0,146,7,3,2,106,50,6,3,3,15,1,0,3,0,0,0,0,47,0,0,0,0,0
GIK15679-1,ATL947_0333,1,Gravity,32.7633,-15.06,4332,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,653,0,0,2,1,0,7,30,0,0,0,123,26,145,3,0,0,0,0,159,19,1,0,78,5,5,6,1,7,0,0,3,0,0,0,0,35,0,0,0,0,0
GIK16401-2,ATL947_0334,1,Giant Box,14.79,-20.51,4061,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,355,0,0,5,0,78,5,0,6,0,0,45,29,10,0,4,0,0,0,24,0,0,0,56,41,2,9,0,7,0,0,0,0,2,1,1,29,0,0,0,0,0
GIK16402-1,ATL947_0335,1,Giant Box,14.4167,-20.5667,4203,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,447,0,0,9,0,98,3,0,12,0,0,64,76,35,0,5,0,0,0,17,0,1,0,44,47,0,10,4,18,0,0,0,0,0,1,0,3,0,0,0,0,0
GIK16403-1,ATL947_0336,1,Box,14.376,-20.5668,4234,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, coordinates corrected via depth control",12,0,,421,0,0,6,0,120,0,3,18,0,0,53,59,23,0,6,0,0,0,14,0,0,6,54,34,1,2,0,8,0,0,0,0,0,1,0,11,0,0,0,0,0
GIK16407-1,ATL947_0337,1,Giant Box,9.04,-21.96,4586,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",28,0,,363,0,0,5,0,46,2,0,14,0,0,2,74,11,1,11,0,0,0,6,0,0,2,44,120,0,6,3,7,3,0,0,0,0,3,0,2,0,0,0,0,0
GIK16408-2,ATL947_0338,1,Giant Box,9.0133,-21.4567,4239,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,510,0,0,5,0,23,3,0,2,0,0,8,50,13,0,8,0,0,0,30,0,1,12,134,174,1,9,3,20,1,0,0,0,0,0,1,14,0,0,0,0,0
GIK16410-1,ATL947_0339,1,Giant Box,8.91,-20.85,3969,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. conglomerata set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, Corrected G. incompta complex",28,0,,612,0,0,6,0,35,2,1,5,0,0,4,60,13,0,13,0,0,0,23,0,1,0,183,202,1,10,3,30,0,0,0,0,0,1,0,20,0,0,0,0,0
