Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. eastropacia,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata
V4-12,ATL947_0678,1,Piston,36.8498,-21.017,4500,7,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",13,0,,518,0,0,0.004,0.029,0,0.021,0.081,0,0,0,0.149,0.01,0.066,0,0.002,0,0,0,0.098,0.185,0.006,0.002,0.125,0.067,0.006,0.012,0,0.017,0.023,0,0.008,0.002,0.002,0,0,0.079,0,0,0,0,0
V4-8,ATL947_0680,1,Piston,37.233,-33.13,1697,7,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,332,0,0,0,0.024,0,0.054,0.114,0,0,0,0.072,0.006,0.042,0,0,0,0,0,0.12,0.136,0.003,0.018,0.13,0.033,0.012,0,0,0.024,0.012,0,0.009,0.003,0.048,0,0,0.09,0,0,0,0,0
V6-5,ATL947_0683,0,Piston,17.567,-63.57,190,7,,,,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",4,0,,422,0,0,0,0,0.017017017,0,0.003003003,0,0,0,0,0.02002002,0,0,0,0,0,0,0,0,0,0.116116116,0.491491491,0.104104104,0.02002002,0,0,0.008008008,0,0,0,0,0.154154154,0,0,0.066066066,0,0,0,0,0
V7-13,ATL947_0684,1,Piston,29.283,-79.92,452,7,0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,537,0,0,0.001994018,0,0.040877368,0.003988036,0.003988036,0,0,0,0,0.053838485,0,0,0,0,0,0,0.015952144,0.005982054,0.003988036,0.050847458,0.259222333,0.058823529,0.005982054,0.01894317,0.007976072,0.134596211,0.044865404,0,0,0,0.011964108,0,0.005982054,0.270189432,0,0,0,0,0
V10-80,ATL947_0688,1,Piston,31.383,-11.62,2550,7,0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,513,0,0,0.006993007,0.031968032,0,0.002997003,0.057942058,0,0,0,0.06993007,0.053946054,0.046953047,0,0.023976024,0,0,0,0.352647353,0,0,0.037962038,0.145854146,0.085914086,0.004995005,0.006993007,0,0.01998002,0,0,0,0.002997003,0.008991009,0,0,0.038961039,0,0,0,0,0
V10-98,ATL947_0691,1,Piston,31.433,-64.17,4299,7,0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,537,0,0,0.002988048,0.029880478,0.008964143,0.002988048,0.073705179,0,0,0,0.177290837,0.008964143,0.016932271,0.005976096,0,0,0,0,0.076693227,0.088645418,0.011952191,0.032868526,0.287848606,0.038844622,0.023904382,0.005976096,0,0,0.005976096,0,0,0.002988048,0.013944223,0,0.002988048,0.079681275,0,0,0,0,0
V12-18,ATL947_0693,1,Piston,-28.7,-34.5,4021,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. menardii and G. tumida set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,399,0,0,0,0.03493014,0,0.017964072,0.052894212,0,0,0,0.062874251,0,0.012974052,0,0,0,0,0,0.01497006,0.03493014,0.007984032,0.027944112,0.477045908,0.0249501,0.017964072,0.012974052,0.01497006,0.032934132,0.032934132,0,0,0,0.00998004,0,0.00499002,0.079840319,0,0,0,0,0
V12-43,ATL947_0695,1,Piston,-45.32,-57.98,3880,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,256,0,0,0,0,0,0,0.055,0,0,0,0.508,0,0.121,0.094,0,0,0,0,0.148,0.004,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0.008,0,0,0,0,0
V12-53,ATL947_0696,1,Piston,-40.9,-20.38,3797,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,333,0,0,0,0.009,0,0.003,0.096,0,0,0,0.294,0,0.123,0.006,0,0,0,0,0.282,0.051,0,0,0,0,0,0.006,0,0,0,0,0.06,0,0,0,0,0.045,0,0,0,0,0
V12-56,ATL947_0697,1,Piston,-36.5,8.1,3222,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,840,0,0,0,0.03,0.001,0.007,0.098,0,0,0,0.306,0.005,0.117,0.005,0,0,0,0,0.131,0.188,0,0,0.03,0.002,0,0.006,0.001,0.02,0.007,0,0.008,0,0,0,0,0.02,0,0,0,0,0
V12-7,ATL947_0699,1,Piston,11.2,-36.02,5464,7,,,,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, G. conglomerata set to 0",4,0,,466,0,0,0.024,0,0.004,0,0.03,0.049,0,0,0.013,0.067,0.075,0.004,0.056,0,0,0,0.004,0.013,0.009,0.006,0.35,0.172,0,0.006,0.009,0.043,0.011,0,0,0,0,0,0,0.054,0,0,0,0,0
V12-79,ATL947_0700,1,Piston,-1.517,-11.78,3823,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,434,0,0,0,0,0.044,0.005,0.002,0.007,0,0,0.012,0.03,0.041,0.002,0.058,0,0,0,0.002,0.055,0,0.055,0.29,0.194,0.016,0.002,0,0.023,0,0,0,0,0.014,0,0,0.131,0,0,0,0,0
V14-47,ATL947_0702,0,Piston,-50.77,-42.15,1690,257,,,,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A",4,0,,398,0,0,0,0,0,0,0.025,0,0,0,0.118,0,0.018,0.661,0,0,0,0,0.126,0,0,0,0.005,0,0,0,0,0,0,0,0.01,0,0.003,0,0,0.025,0,0,0,0,0
V14-7,ATL947_0704,1,Piston,-2.3,-36.13,3830,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",54,0,,416,0,0,0,0,0.115,0.002,0,0.014,0,0,0,0.022,0,0,0.055,0,0,0,0,0.002,0.005,0.01,0.43,0.182,0.002,0.005,0.005,0.048,0.002,0,0,0,0.002,0.002,0,0.079,0,0,0,0,0
V15-137,ATL947_0706,1,Piston,-50.38,-47.4,2681,257,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",20,0,,476,0,0,0.011,0,0,0,0.004,0,0,0,0.067,0,0.032,0.729,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0.011,0,0,0,0,0
V15-206,ATL947_0708,1,Piston,30.517,-75.92,4016,7,0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,450,0,0,0.002002002,0.03003003,0.011011011,0,0.078078078,0.004004004,0,0,0.007007007,0.018018018,0.004004004,0,0.023023023,0,0,0,0.025025025,0.078078078,0.014014014,0.027027027,0.363363363,0.078078078,0.018018018,0.021021021,0.002002002,0.064064064,0.025025025,0,0,0.002002002,0.002002002,0,0.002002002,0.101101101,0,0,0,0,0
V16-189,ATL947_0709,1,Piston,-28.83,-41.03,3781,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,326,0,0,0,0.061,0.064,0.009,0.104,0.012,0,0,0.126,0.015,0.003,0,0.003,0,0,0,0.003,0.015,0.058,0,0.38,0.067,0,0,0,0.012,0,0,0,0,0,0,0,0.04,0,0,0,0,0
V16-190,ATL947_0710,1,Piston,-27.95,-42.45,2919,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,1156,0,0,0.023,0.015,0.01,0.009,0.065,0.01,0,0,0.112,0.009,0.056,0.001,0.01,0,0,0,0.035,0.037,0.021,0.032,0.371,0.05,0.014,0.013,0,0.027,0.004,0,0,0,0.009,0,0,0.046,0,0,0,0,0
V16-20,ATL947_0711,1,Piston,17.933,-50.35,4539,7,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,349,0,0,0.002994012,0,0.002994012,0,0.008982036,0.002994012,0,0,0,0.002994012,0,0,0,0,0,0,0,0.008982036,0.013972056,0.065868263,0.521956088,0.165668663,0.010978044,0.013972056,0,0.028942116,0.002994012,0,0,0,0.013972056,0,0.002994012,0.102794411,0,0,0,0,0
V16-206,ATL947_0713,1,Piston,23.333,-46.48,3733,7,0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. menardii and G. tumida set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",12,0,,323,0,0,0,0,0,0.002985075,0.012935323,0,0,0,0,0.002985075,0,0,0,0,0,0,0,0.034825871,0.009950249,0.031840796,0.570149254,0.056716418,0.072636816,0.005970149,0,0.037810945,0.005970149,0,0,0,0.044776119,0,0.005970149,0.098507463,0,0,0,0,0
V16-23,ATL947_0717,0,Piston,13.25,-40.67,4886,7,,,,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. menardii and G. tumida set to N/A, missing count data set to zero as sample is assumed to be complete, T. quinqueloba subspecies set to N/A",4,0,,366,0,0,0.025974026,0,0,0,0.016983017,0,0,0,0,0.056943057,0.007992008,0,0.01998002,0,0,0,0,0.005994006,0.03996004,0.01998002,0.285714286,0.333666334,0.002997003,0.013986014,0.002997003,0.064935065,0.002997003,0,0,0,0.010989011,0,0.002997003,0.036963037,0,0,0,0,0
V16-33,ATL947_0719,1,Piston,-15.33,-19.72,4360,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,336,0,0,0.006,0,0,0.003,0.021,0.021,0,0,0.051,0.006,0.003,0,0.006,0,0,0,0.006,0.009,0.036,0.039,0.455,0.211,0,0.006,0.003,0.03,0.003,0,0,0,0,0,0,0.057,0,0,0,0,0
V16-35,ATL947_0720,1,Piston,-17.67,-15.1,3891,11,0,0.05,0.025,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,439,0,0,0.014,0,0.011,0.011,0.025,0.007,0,0,0.018,0,0.005,0,0.005,0,0,0,0.009,0.128,0.002,0.014,0.349,0.084,0.052,0.007,0.005,0.039,0.03,0,0,0.002,0.014,0,0,0.146,0,0,0,0,0
V16-39,ATL947_0723,1,Piston,-24.73,-4.767,4596,11,0,0.06,0.03,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,380,0,0,0.003,0.016,0.032,0.013,0.097,0.021,0,0,0.189,0.008,0.005,0,0.013,0,0,0,0.003,0.063,0.008,0.003,0.268,0.068,0.011,0.032,0.016,0.037,0.018,0,0.003,0,0.005,0.003,0,0.045,0,0,0,0,0
V16-41,ATL947_0724,1,Piston,-27.87,-1.1,4462,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,317,0,0,0,0.063,0.025,0.041,0.085,0.009,0,0,0.274,0,0.022,0,0,0,0,0,0.016,0.091,0.003,0,0.164,0.034,0.003,0.003,0.006,0.041,0,0,0.003,0,0,0.013,0,0.063,0,0,0,0,0
V16-50,ATL947_0725,1,Piston,-33.35,16.433,2376,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,327,0,0,0,0.009,0,0.003,0.04,0,0,0,0.557,0.015,0.144,0.009,0.003,0,0,0,0.015,0.083,0,0,0.031,0.015,0.003,0.003,0,0,0.015,0,0,0,0,0,0,0.024,0,0,0,0,0
V17-144,ATL947_0727,1,Piston,-40.57,-55.17,2503,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,414,0,0,0,0,0,0,0.043043043,0,0,0,0.29029029,0,0.142142142,0.085085085,0,0,0,0,0.343343343,0,0,0,0,0.002002002,0,0,0,0,0,0,0.051051051,0,0.002002002,0,0,0.027027027,0,0,0,0,0
V17-147,ATL947_0728,1,Piston,-33.15,-49.87,1545,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,379,0,0,0.008,0.063,0.032,0.003,0.063,0.003,0,0,0.214,0.003,0.026,0.003,0,0,0,0,0.032,0.074,0.018,0,0.232,0.069,0,0.005,0.003,0.011,0.011,0,0.003,0,0,0,0,0.092,0,0,0,0,0
V17-158,ATL947_0729,0,Piston,12.383,-18.92,4358,7,,,,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. menardii and G. tumida set to N/A, missing count data set to zero as sample is assumed to be complete, T. quinqueloba subspecies set to N/A",4,0,,346,0,0,0.012,0,0,0.009,0.003,0,0,0,0.077,0.131,0.075,0.006,0.015,0,0,0,0.003,0.012,0,0.086,0.077,0.154,0,0.012,0.033,0.018,0,0,0,0,0.006,0,0.003,0.045,0,0,0,0,0
V17-159,ATL947_0730,1,Piston,16.983,-20.05,3404,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,523,0,0,0.007992008,0,0.206793207,0,0.005994006,0.010989011,0,0,0.364635365,0.106893107,0.026973027,0,0.005994006,0,0,0,0.035964036,0,0,0.028971029,0.106893107,0.066933067,0,0.010989011,0,0.003996004,0,0,0,0,0,0.001998002,0,0.007992008,0,0,0,0,0
V17-162,ATL947_0731,1,Piston,24.967,-28.93,5480,7,,,,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. menardii and G. tumida set to N/A, T. quinqueloba subspecies set to N/A, G. conglomerata set to 0",4,0,,434,0,0,0.023,0,0,0,0.044,0,0,0,0.136,0.025,0.023,0,0.005,0,0,0,0.007,0.002,0.023,0,0.403,0.088,0,0.002,0.002,0.005,0.002,0,0,0,0,0.021,0,0.014,0,0,0,0,0
V17-163,ATL947_0732,1,Piston,27.967,-34.13,5132,7,,,,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, G. conglomerata set to 0",4,0,,434,0,0,0.008973081,0.004985045,0.004985045,0,0.066799601,0,0,0,0.066799601,0,0.004985045,0,0.001994018,0,0,0,0.006979063,0.011964108,0.013958126,0,0.666999003,0.034895314,0,0,0.001994018,0.013958126,0.001994018,0,0,0.004985045,0,0,0,0.03888335,0,0,0,0,0
V17-165,ATL947_0734,1,Piston,32.75,-41.9,3924,7,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,367,0,0,0,0.052052052,0.005005005,0.008008008,0.074074074,0,0,0,0.093093093,0.011011011,0.01001001,0,0,0,0,0,0.06006006,0.174174174,0.005005005,0.005005005,0.251251251,0.032032032,0.03003003,0.008008008,0,0.03003003,0.005005005,0,0,0,0.014014014,0,0,0.087087087,0,0,0,0,0
V17-196,ATL947_0736,1,Piston,60.733,-57.83,2818,7,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",14,0,,345,0,0,0,0,0,0,0,0,0,0,0,0,0.014985015,0.979020979,0,0,0,0,0.002997003,0,0,0,0,0,0,0,0,0,0,0,0.002997003,0,0,0,0,0,0,0,0,0,0
V18-117,ATL947_0738,1,Piston,-49.5,-52.25,2559,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",54,0,,376,0,0,0.005,0,0,0,0.013,0,0,0,0.085,0,0.027,0.633,0,0,0,0,0.194,0.008,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.013,0,0,0,0,0
V18-126,ATL947_0739,1,Piston,-45.67,-57.62,3499,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,333,0,0,0,0,0,0,0.084,0,0,0,0.399,0,0.072,0.087,0,0,0,0,0.255,0.03,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0.009,0,0,0,0,0
V18-16,ATL947_0740,0,Piston,13.733,-51.12,4931,7,,,,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",4,0,,367,0,0,0.017068273,0,0.041164659,0,0.011044177,0.098393574,0,0,0.006024096,0.11746988,0.010040161,0,0.145582329,0,0,0,0.011044177,0,0.103413655,0.003012048,0.08935743,0.147590361,0,0.022088353,0.025100402,0.06124498,0,0,0.003012048,0,0,0.042168675,0,0.045180723,0,0,0,0,0
V18-168,ATL947_0741,1,Piston,-32.17,-20.17,4251,11,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,428,0,0,0,0.063,0.007,0.056,0.126,0,0,0,0.121,0,0.058,0,0,0,0,0,0.023,0.215,0.023,0.002,0.201,0.009,0.005,0.002,0.002,0.019,0.002,0,0.002,0,0.005,0.002,0,0.044,0,0,0,0,0
V18-182,ATL947_0742,1,Piston,-32.33,15.017,2941,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,443,0,0,0,0.014,0,0.02,0.043,0,0,0,0.343,0.099,0.113,0.007,0,0,0,0,0.104,0.104,0,0,0.043,0.014,0,0.002,0.005,0.009,0.011,0,0.002,0,0.002,0,0,0.032,0,0,0,0,0
V18-34,ATL947_0744,1,Piston,-31.35,-36.82,3252,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,377,0,0,0,0.04,0.005,0.072,0.05,0,0,0,0.103,0.005,0.045,0,0,0,0,0,0.016,0.125,0.013,0.021,0.305,0.019,0.027,0.011,0.003,0.029,0.005,0,0.003,0,0.024,0,0,0.064,0,0,0,0,0
V18-373,ATL947_0745,1,Piston,38.75,-67.55,4202,7,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,370,0,0,0,0.007992008,0.02997003,0,0.026973027,0.015984016,0,0,0.38961039,0.121878122,0.113886114,0.007992008,0.080919081,0,0,0,0.015984016,0,0.023976024,0.002997003,0.015984016,0.078921079,0,0.02997003,0,0.015984016,0.002997003,0,0,0.002997003,0,0,0,0.013986014,0,0,0,0,0
V19-242,ATL947_0747,1,Piston,-29.52,9.583,4881,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,384,0,0,0,0.031,0,0,0.003,0,0,0,0.445,0.005,0.451,0.01,0,0,0,0,0.005,0.008,0,0,0.016,0.003,0,0.005,0.003,0.005,0,0,0,0,0,0,0,0.003,0,0,0,0,0
V19-245,ATL947_0748,1,Piston,-26.2,4.683,2725,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,325,0,0,0,0.036963037,0.045954046,0.027972028,0.082917083,0,0,0,0.240759241,0.002997003,0.097902098,0,0,0,0,0,0.005994006,0.036963037,0,0,0.122877123,0.076923077,0.008991009,0.017982018,0.002997003,0.061938062,0.027972028,0,0.002997003,0.002997003,0.002997003,0,0,0.057942058,0,0,0,0,0
V19-246,ATL947_0749,1,Piston,-25.77,4.1,4244,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,508,0,0,0.004,0.028,0.053,0.059,0.104,0.004,0,0,0.242,0,0.093,0.004,0,0,0,0,0,0.079,0,0,0.071,0.061,0.008,0.01,0,0.024,0,0,0,0,0.014,0.012,0,0.081,0,0,0,0,0
V19-248,ATL947_0750,1,Piston,-24.57,4.833,3321,11,0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,463,0,0,0.006,0.017,0.041,0.022,0.061,0.004,0,0,0.238,0.028,0.138,0,0,0,0,0,0.011,0.05,0,0.002,0.108,0.062,0.015,0.013,0.002,0.022,0.022,0,0,0,0.011,0.002,0,0.084,0,0,0,0,0
