Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. theyeri,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata,SST
SU90-7,ATL947_0662,1,Piston,42.3367,-32.2633,3290.0,7.0,0.0,0.02,0.01,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,2900.0,0.0,0.0,9.0,110.0,3.0,212.0,99.0,0.0,0.0,0.0,293.0,0.0,383.0,32.0,0.0,0.0,0.0,0.0,777.0,212.0,6.0,0.0,348.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,23.0,0.0,203.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,17.3609676361084
SU90-17,ATL947_0663,1,Piston,58.7967,-43.95,1605.0,7.0,0.0,0.02,0.01,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,306.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.694398403167725
SU90-20,ATL947_0664,0,Piston,59.8617,-39.6633,2007.0,7.0,,,,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",4,0,,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,242.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.450026035308838
SU90-20,ATL947_0665,0,Piston,59.8617,-39.6633,2007.0,7.0,,,,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",4,0,,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,276.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.450026035308838
SU90-21,ATL947_0666,1,Piston,60.2833,-40.2283,2234.0,7.0,0.0,0.02,0.01,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,290.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.2399001121521
SU90-37,ATL947_0667,1,Piston,55.1117,-20.7333,2676.0,7.0,0.0,0.02,0.01,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,503.0,0.0,0.0,0.0,1.0,0.0,15.0,4.0,0.0,0.0,0.0,68.0,0.0,160.0,6.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,11.414972305297852
SU90-I1,ATL947_0668,1,Piston,44.7133,-34.0217,1535.0,7.0,0.0,0.02,0.01,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,515.0,0.0,0.0,0.0,11.0,0.0,26.0,8.0,0.0,0.0,0.0,64.0,0.0,91.0,80.0,0.0,0.0,0.0,0.0,113.0,10.0,1.0,1.0,23.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,19.0,0.0,23.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,16.193693161010742
SU90-I2,ATL947_0669,1,Multi,45.09,-39.4383,1965.0,7.0,0.0,0.02,0.01,"Schulz, H.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,269.0,0.0,0.0,0.0,6.0,1.0,4.0,5.0,0.0,0.0,0.0,45.0,0.0,44.0,24.0,0.0,0.0,0.0,0.0,88.0,5.0,1.0,2.0,1.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,15.387123107910156
SU90-I4,ATL947_0670,1,Piston,57.9783,-45.8967,2405.0,7.0,0.0,0.02,0.01,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.26078462600708
SU90-I5,ATL947_0671,1,Piston,58.79,-43.96,1615.0,7.0,0.0,0.02,0.01,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,272.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.694398403167725
SU90-I6,ATL947_0672,1,Multi,59.5217,-39.445,1315.0,7.0,0.0,0.01,0.005,"Duprat, J.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,243.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.450026035308838
TAG72-1,ATL947_0674,1,Grab,16.6,-20.45,3527.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,1306.0,0.0,0.0,16.0,5.0,97.0,3.0,7.0,3.0,0.0,0.0,240.0,183.0,119.0,1.0,5.0,0.0,0.0,0.0,123.0,5.0,0.0,61.0,197.0,100.0,0.0,13.0,0.0,65.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,23.732065200805664
TAG72-3,ATL947_0675,1,Grab,21.6667,-17.9833,1269.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,1005.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,99.0,170.0,210.0,5.0,0.0,0.0,0.0,0.0,398.0,1.0,0.0,3.0,21.0,7.0,0.0,3.0,2.0,20.0,6.0,0.0,18.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,20.842214584350586
V2-9,ATL947_0676,1,Piston,42.467,-54.9,4702.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,423.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,94.0,18.0,211.0,34.0,1.0,0.0,0.0,0.0,18.0,2.0,8.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.602922439575195
V4-12,ATL947_0678,1,Piston,36.8498,-21.017,4500.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",13,0,,518.0,0.0,0.0,2.0,15.0,0.0,11.0,42.0,0.0,0.0,0.0,77.0,5.0,34.0,0.0,1.0,0.0,0.0,0.0,51.0,96.0,3.0,1.0,65.0,35.0,3.0,6.0,0.0,9.0,12.0,0.0,4.0,1.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,19.054645538330078
V4-8,ATL947_0680,1,Piston,37.233,-33.13,1697.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,332.0,0.0,0.0,0.0,8.0,0.0,18.0,38.0,0.0,0.0,0.0,24.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,40.0,45.0,1.0,6.0,43.0,11.0,4.0,0.0,0.0,8.0,4.0,0.0,3.0,1.0,16.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,19.66583251953125
V6-5,ATL947_0683,0,Piston,17.567,-63.57,190.0,7.0,,,,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",4,0,,422.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,207.0,44.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,27.29281997680664
V7-13,ATL947_0684,1,Piston,29.283,-79.92,452.0,7.0,0.0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,537.0,0.0,0.0,1.0,0.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,27.0,139.0,32.0,3.0,10.0,4.0,72.0,24.0,0.0,0.0,0.0,6.0,0.0,3.0,145.0,0.0,0.0,0.0,0.0,0.0,25.513307571411133
V10-80,ATL947_0688,1,Piston,31.383,-11.62,2550.0,7.0,0.0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,513.0,0.0,0.0,4.0,16.0,0.0,2.0,30.0,0.0,0.0,0.0,36.0,28.0,24.0,0.0,12.0,0.0,0.0,0.0,181.0,0.0,0.0,19.0,75.0,44.0,3.0,4.0,0.0,10.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,19.39203643798828
V10-98,ATL947_0691,1,Piston,31.433,-64.17,4299.0,7.0,0.0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,537.0,0.0,0.0,2.0,16.0,5.0,2.0,40.0,0.0,0.0,0.0,95.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,41.0,48.0,6.0,18.0,155.0,21.0,13.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,7.0,0.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,22.95699119567871
V12-18,ATL947_0693,1,Piston,-28.7,-34.5,4021.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. menardii and G. tumida set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,399.0,0.0,0.0,0.0,14.0,0.0,7.0,21.0,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,3.0,11.0,190.0,10.0,7.0,5.0,6.0,13.0,13.0,0.0,0.0,0.0,4.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,21.545785903930664
V12-43,ATL947_0695,1,Piston,-45.32,-57.98,3880.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,256.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,130.0,0.0,31.0,24.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.063864707946777
V12-53,ATL947_0696,1,Piston,-40.9,-20.38,3797.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,333.0,0.0,0.0,0.0,3.0,0.0,1.0,32.0,0.0,0.0,0.0,98.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,94.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,13.135907173156738
V12-56,ATL947_0697,1,Piston,-36.5,8.1,3222.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,840.0,0.0,0.0,0.0,25.0,1.0,6.0,82.0,0.0,0.0,0.0,257.0,4.0,98.0,4.0,0.0,0.0,0.0,0.0,110.0,158.0,0.0,0.0,25.0,2.0,0.0,5.0,1.0,17.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,15.526296615600586
V12-7,ATL947_0699,1,Piston,11.2,-36.02,5464.0,7.0,,,,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, G. conglomerata set to 0",4,0,,466.0,0.0,0.0,11.0,0.0,2.0,0.0,14.0,23.0,0.0,0.0,6.0,31.0,35.0,2.0,26.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,163.0,80.0,0.0,3.0,4.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,26.225454330444336
V12-79,ATL947_0700,1,Piston,-1.517,-11.78,3823.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,434.0,0.0,0.0,0.0,0.0,19.0,2.0,1.0,3.0,0.0,0.0,5.0,13.0,18.0,1.0,25.0,0.0,0.0,0.0,1.0,24.0,0.0,24.0,126.0,84.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,25.29437255859375
V14-47,ATL947_0702,0,Piston,-50.77,-42.15,1690.0,257.0,,,,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A",4,0,,398.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,47.0,0.0,7.0,263.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.830672740936279
V14-7,ATL947_0704,1,Piston,-2.3,-36.13,3830.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",54,0,,416.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,179.0,76.0,1.0,2.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,27.073299407958984
V15-137,ATL947_0706,1,Piston,-50.38,-47.4,2681.0,257.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",20,0,,476.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,15.0,347.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.620762825012207
V15-206,ATL947_0708,1,Piston,30.517,-75.92,4016.0,7.0,0.0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,450.0,0.0,0.0,1.0,14.0,5.0,0.0,35.0,2.0,0.0,0.0,3.0,8.0,2.0,0.0,10.0,0.0,0.0,0.0,11.0,35.0,6.0,12.0,164.0,35.0,8.0,9.0,1.0,29.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,24.89963722229004
V16-189,ATL947_0709,1,Piston,-28.83,-41.03,3781.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,326.0,0.0,0.0,0.0,20.0,21.0,3.0,34.0,4.0,0.0,0.0,41.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,19.0,0.0,124.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,22.174848556518555
V16-190,ATL947_0710,1,Piston,-27.95,-42.45,2919.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,1156.0,0.0,0.0,27.0,17.0,12.0,10.0,75.0,12.0,0.0,0.0,129.0,10.0,65.0,1.0,12.0,0.0,0.0,0.0,40.0,43.0,24.0,37.0,429.0,58.0,16.0,15.0,0.0,31.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,22.83332633972168
V16-20,ATL947_0711,1,Piston,17.933,-50.35,4539.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,349.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,23.0,182.0,58.0,4.0,5.0,0.0,10.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,26.419754028320312
V16-206,ATL947_0713,1,Piston,23.333,-46.48,3733.0,7.0,0.0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. menardii and G. tumida set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",12,0,,323.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,10.0,184.0,18.0,23.0,2.0,0.0,12.0,2.0,0.0,0.0,0.0,14.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,25.160736083984375
V16-23,ATL947_0717,0,Piston,13.25,-40.67,4886.0,7.0,,,,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. menardii and G. tumida set to N/A, missing count data set to zero as sample is assumed to be complete, T. quinqueloba subspecies set to N/A",4,0,,366.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,15.0,7.0,105.0,122.0,1.0,5.0,1.0,24.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,26.02829933166504
V16-33,ATL947_0719,1,Piston,-15.33,-19.72,4360.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,336.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,17.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,12.0,13.0,153.0,71.0,0.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,24.141338348388672
V16-35,ATL947_0720,1,Piston,-17.67,-15.1,3891.0,11.0,0.0,0.05,0.025,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,439.0,0.0,0.0,6.0,0.0,5.0,5.0,11.0,3.0,0.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,56.0,1.0,6.0,153.0,37.0,23.0,3.0,2.0,17.0,13.0,0.0,0.0,1.0,6.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,23.30110740661621
V16-39,ATL947_0723,1,Piston,-24.73,-4.767,4596.0,11.0,0.0,0.06,0.03,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,380.0,0.0,0.0,1.0,6.0,12.0,5.0,37.0,8.0,0.0,0.0,72.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,24.0,3.0,1.0,102.0,26.0,4.0,12.0,6.0,14.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,21.115257263183594
V16-41,ATL947_0724,1,Piston,-27.87,-1.1,4462.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,317.0,0.0,0.0,0.0,20.0,8.0,13.0,27.0,3.0,0.0,0.0,87.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,1.0,0.0,52.0,11.0,1.0,1.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.101669311523438
