Event,Latitude,Longitude,Elevation,Depth sed,total,Species,Relative Abundance
V16-25,5.067,-36.8,-4254,0.55,99.8,G. inflata,0.008
V16-25,5.067,-36.8,-4254,0.55,99.8,G. crassaformis,0
V16-25,5.067,-36.8,-4254,0.55,99.8,G. hirsuta,0
V16-25,5.067,-36.8,-4254,0.55,99.8,G. scitula,0.031
V16-25,5.067,-36.8,-4254,0.55,99.8,G. glutinata,0
V16-25,5.067,-36.8,-4254,0.55,99.8,G. truncatulinoides,0.025
V16-36,-19.37,-11.43,-3329,0.42,99.8,O. universa,0.02
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. conglobatus,0.004
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. ruber albus,0.241
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. tenellus,0.063
V16-36,-19.37,-11.43,-3329,0.42,99.8,T. sacculifer,0.081
V16-36,-19.37,-11.43,-3329,0.42,99.8,S. dehiscens,0
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. siphonifera,0.01
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. calida,0.016
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. bulloides,0.018
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. falconensis,0.162
V16-36,-19.37,-11.43,-3329,0.42,99.8,B. digitata,0.004
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. rubescens,0.014
V16-36,-19.37,-11.43,-3329,0.42,99.8,T. quinqueloba,0
V16-36,-19.37,-11.43,-3329,0.42,99.8,N. pachyderma,0
V16-36,-19.37,-11.43,-3329,0.42,99.8,N. incompta,0.008
V16-36,-19.37,-11.43,-3329,0.42,99.8,N. dutertrei,0.01
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. conglomerata,0
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. hexagonus,0
V16-36,-19.37,-11.43,-3329,0.42,99.8,P. obliquiloculata,0
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. inflata,0.172
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. crassaformis,0.026
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. hirsuta,0.022
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. scitula,0.049
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. glutinata,0.002
V16-36,-19.37,-11.43,-3329,0.42,99.8,G. truncatulinoides,0.076
V17-165,32.75,-41.9,-3924,0.5,100.2,O. universa,0
V17-165,32.75,-41.9,-3924,0.5,100.2,G. conglobatus,0.012
V17-165,32.75,-41.9,-3924,0.5,100.2,G. ruber albus,0.296
V17-165,32.75,-41.9,-3924,0.5,100.2,G. tenellus,0.003
V17-165,32.75,-41.9,-3924,0.5,100.2,T. sacculifer,0.012
V17-165,32.75,-41.9,-3924,0.5,100.2,S. dehiscens,0
V17-165,32.75,-41.9,-3924,0.5,100.2,G. siphonifera,0.015
V17-165,32.75,-41.9,-3924,0.5,100.2,G. calida,0.015
V17-165,32.75,-41.9,-3924,0.5,100.2,G. bulloides,0.044
V17-165,32.75,-41.9,-3924,0.5,100.2,G. falconensis,0.095
V17-165,32.75,-41.9,-3924,0.5,100.2,B. digitata,0
V17-165,32.75,-41.9,-3924,0.5,100.2,G. rubescens,0
V17-165,32.75,-41.9,-3924,0.5,100.2,T. quinqueloba,0
V17-165,32.75,-41.9,-3924,0.5,100.2,N. pachyderma,0.003
V17-165,32.75,-41.9,-3924,0.5,100.2,N. incompta,0.083
V17-165,32.75,-41.9,-3924,0.5,100.2,N. dutertrei,0.071
V17-165,32.75,-41.9,-3924,0.5,100.2,G. conglomerata,0
V17-165,32.75,-41.9,-3924,0.5,100.2,G. hexagonus,0
V17-165,32.75,-41.9,-3924,0.5,100.2,P. obliquiloculata,0
V17-165,32.75,-41.9,-3924,0.5,100.2,G. inflata,0.29
V17-165,32.75,-41.9,-3924,0.5,100.2,G. crassaformis,0
V17-165,32.75,-41.9,-3924,0.5,100.2,G. hirsuta,0.012
V17-165,32.75,-41.9,-3924,0.5,100.2,G. scitula,0.027
V17-165,32.75,-41.9,-3924,0.5,100.2,G. glutinata,0
V17-165,32.75,-41.9,-3924,0.5,100.2,G. truncatulinoides,0.024
V17-39,11.75,-80.43,-3435,1,99.8,O. universa,0.027
V17-39,11.75,-80.43,-3435,1,99.8,G. conglobatus,0.021
V17-39,11.75,-80.43,-3435,1,99.8,G. ruber albus,0.545
V17-39,11.75,-80.43,-3435,1,99.8,G. tenellus,0.024
V17-39,11.75,-80.43,-3435,1,99.8,T. sacculifer,0.066
V17-39,11.75,-80.43,-3435,1,99.8,S. dehiscens,0
V17-39,11.75,-80.43,-3435,1,99.8,G. siphonifera,0.075
V17-39,11.75,-80.43,-3435,1,99.8,G. calida,0
V17-39,11.75,-80.43,-3435,1,99.8,G. bulloides,0.009
V17-39,11.75,-80.43,-3435,1,99.8,G. falconensis,0.006
V17-39,11.75,-80.43,-3435,1,99.8,B. digitata,0
V17-39,11.75,-80.43,-3435,1,99.8,G. rubescens,0.012
V17-39,11.75,-80.43,-3435,1,99.8,T. quinqueloba,0
V17-39,11.75,-80.43,-3435,1,99.8,N. pachyderma,0
V17-39,11.75,-80.43,-3435,1,99.8,N. incompta,0
V17-39,11.75,-80.43,-3435,1,99.8,N. dutertrei,0.018
V17-39,11.75,-80.43,-3435,1,99.8,G. conglomerata,0
V17-39,11.75,-80.43,-3435,1,99.8,G. hexagonus,0
V17-39,11.75,-80.43,-3435,1,99.8,P. obliquiloculata,0
V17-39,11.75,-80.43,-3435,1,99.8,G. inflata,0.027
V17-39,11.75,-80.43,-3435,1,99.8,G. crassaformis,0.006
V17-39,11.75,-80.43,-3435,1,99.8,G. hirsuta,0.003
V17-39,11.75,-80.43,-3435,1,99.8,G. scitula,0.117
V17-39,11.75,-80.43,-3435,1,99.8,G. glutinata,0.003
V17-39,11.75,-80.43,-3435,1,99.8,G. truncatulinoides,0.039
V18-110,-53.58,-44.7,-2610,0.3,99.9,O. universa,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. conglobatus,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. ruber albus,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. tenellus,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,T. sacculifer,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,S. dehiscens,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. siphonifera,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. calida,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. bulloides,0.01
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. falconensis,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,B. digitata,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. rubescens,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,T. quinqueloba,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,N. pachyderma,0.973
V18-110,-53.58,-44.7,-2610,0.3,99.9,N. incompta,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,N. dutertrei,0.003
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. conglomerata,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. hexagonus,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,P. obliquiloculata,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. inflata,0.01
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. crassaformis,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. hirsuta,0.003
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. scitula,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. glutinata,0
V18-110,-53.58,-44.7,-2610,0.3,99.9,G. truncatulinoides,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,O. universa,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. conglobatus,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. ruber albus,0.095
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. tenellus,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,T. sacculifer,0.005
V18-312,-2.85,-126.2,-4614,0.25,100.1,S. dehiscens,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. siphonifera,0.005
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. calida,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. bulloides,0.055
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. falconensis,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,B. digitata,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. rubescens,0.01
V18-312,-2.85,-126.2,-4614,0.25,100.1,T. quinqueloba,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,N. pachyderma,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,N. incompta,0.189
V18-312,-2.85,-126.2,-4614,0.25,100.1,N. dutertrei,0.378
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. conglomerata,0.015
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. hexagonus,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,P. obliquiloculata,0.149
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. inflata,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. crassaformis,0.015
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. hirsuta,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. scitula,0.085
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. glutinata,0
V18-312,-2.85,-126.2,-4614,0.25,100.1,G. truncatulinoides,0
V18-318,3.167,-118.5,-4191,0.15,100.2,O. universa,0
V18-318,3.167,-118.5,-4191,0.15,100.2,G. conglobatus,0.005
V18-318,3.167,-118.5,-4191,0.15,100.2,G. ruber albus,0.029
V18-318,3.167,-118.5,-4191,0.15,100.2,G. tenellus,0
V18-318,3.167,-118.5,-4191,0.15,100.2,T. sacculifer,0.043
V18-318,3.167,-118.5,-4191,0.15,100.2,S. dehiscens,0
V18-318,3.167,-118.5,-4191,0.15,100.2,G. siphonifera,0.014
V18-318,3.167,-118.5,-4191,0.15,100.2,G. calida,0
V18-318,3.167,-118.5,-4191,0.15,100.2,G. bulloides,0.01
V18-318,3.167,-118.5,-4191,0.15,100.2,G. falconensis,0
V18-318,3.167,-118.5,-4191,0.15,100.2,B. digitata,0.005
V18-318,3.167,-118.5,-4191,0.15,100.2,G. rubescens,0
V18-318,3.167,-118.5,-4191,0.15,100.2,T. quinqueloba,0
V18-318,3.167,-118.5,-4191,0.15,100.2,N. pachyderma,0
V18-318,3.167,-118.5,-4191,0.15,100.2,N. incompta,0.053
V18-318,3.167,-118.5,-4191,0.15,100.2,N. dutertrei,0.737
V18-318,3.167,-118.5,-4191,0.15,100.2,G. conglomerata,0.01
V18-318,3.167,-118.5,-4191,0.15,100.2,G. hexagonus,0
V18-318,3.167,-118.5,-4191,0.15,100.2,P. obliquiloculata,0.072
V18-318,3.167,-118.5,-4191,0.15,100.2,G. inflata,0
V18-318,3.167,-118.5,-4191,0.15,100.2,G. crassaformis,0.005
V18-318,3.167,-118.5,-4191,0.15,100.2,G. hirsuta,0
V18-318,3.167,-118.5,-4191,0.15,100.2,G. scitula,0.019
V18-318,3.167,-118.5,-4191,0.15,100.2,G. glutinata,0
V18-318,3.167,-118.5,-4191,0.15,100.2,G. truncatulinoides,0
V18-357,15.033,-80.23,-1818,0.6,100,O. universa,0.022
V18-357,15.033,-80.23,-1818,0.6,100,G. conglobatus,0.04
V18-357,15.033,-80.23,-1818,0.6,100,G. ruber albus,0.413
V18-357,15.033,-80.23,-1818,0.6,100,G. tenellus,0.022
V18-357,15.033,-80.23,-1818,0.6,100,T. sacculifer,0.105
V18-357,15.033,-80.23,-1818,0.6,100,S. dehiscens,0
V18-357,15.033,-80.23,-1818,0.6,100,G. siphonifera,0.083
V18-357,15.033,-80.23,-1818,0.6,100,G. calida,0.004
V18-357,15.033,-80.23,-1818,0.6,100,G. bulloides,0.011
V18-357,15.033,-80.23,-1818,0.6,100,G. falconensis,0.007
V18-357,15.033,-80.23,-1818,0.6,100,B. digitata,0
V18-357,15.033,-80.23,-1818,0.6,100,G. rubescens,0.04
V18-357,15.033,-80.23,-1818,0.6,100,T. quinqueloba,0
V18-357,15.033,-80.23,-1818,0.6,100,N. pachyderma,0
V18-357,15.033,-80.23,-1818,0.6,100,N. incompta,0
V18-357,15.033,-80.23,-1818,0.6,100,N. dutertrei,0.022
V18-357,15.033,-80.23,-1818,0.6,100,G. conglomerata,0
V18-357,15.033,-80.23,-1818,0.6,100,G. hexagonus,0
V18-357,15.033,-80.23,-1818,0.6,100,P. obliquiloculata,0
V18-357,15.033,-80.23,-1818,0.6,100,G. inflata,0.018
V18-357,15.033,-80.23,-1818,0.6,100,G. crassaformis,0.007
V18-357,15.033,-80.23,-1818,0.6,100,G. hirsuta,0.011
V18-357,15.033,-80.23,-1818,0.6,100,G. scitula,0.159
V18-357,15.033,-80.23,-1818,0.6,100,G. glutinata,0
V18-357,15.033,-80.23,-1818,0.6,100,G. truncatulinoides,0.036
V19-178,8.117,73.25,-2188,0.4,100.1,O. universa,0.004
V19-178,8.117,73.25,-2188,0.4,100.1,G. conglobatus,0.004
V19-178,8.117,73.25,-2188,0.4,100.1,G. ruber albus,0.207
V19-178,8.117,73.25,-2188,0.4,100.1,G. tenellus,0.056
V19-178,8.117,73.25,-2188,0.4,100.1,T. sacculifer,0.048
V19-178,8.117,73.25,-2188,0.4,100.1,S. dehiscens,0
V19-178,8.117,73.25,-2188,0.4,100.1,G. siphonifera,0.011
V19-178,8.117,73.25,-2188,0.4,100.1,G. calida,0.03
V19-178,8.117,73.25,-2188,0.4,100.1,G. bulloides,0.111
V19-178,8.117,73.25,-2188,0.4,100.1,G. falconensis,0.004
V19-178,8.117,73.25,-2188,0.4,100.1,B. digitata,0
V19-178,8.117,73.25,-2188,0.4,100.1,G. rubescens,0.033
V19-178,8.117,73.25,-2188,0.4,100.1,T. quinqueloba,0
V19-178,8.117,73.25,-2188,0.4,100.1,N. pachyderma,0
V19-178,8.117,73.25,-2188,0.4,100.1,N. incompta,0
V19-178,8.117,73.25,-2188,0.4,100.1,N. dutertrei,0.122
V19-178,8.117,73.25,-2188,0.4,100.1,G. conglomerata,0.022
V19-178,8.117,73.25,-2188,0.4,100.1,G. hexagonus,0.037
V19-178,8.117,73.25,-2188,0.4,100.1,P. obliquiloculata,0.019
V19-178,8.117,73.25,-2188,0.4,100.1,G. inflata,0
V19-178,8.117,73.25,-2188,0.4,100.1,G. crassaformis,0.011
V19-178,8.117,73.25,-2188,0.4,100.1,G. hirsuta,0.019
V19-178,8.117,73.25,-2188,0.4,100.1,G. scitula,0.263
V19-178,8.117,73.25,-2188,0.4,100.1,G. glutinata,0
V19-178,8.117,73.25,-2188,0.4,100.1,G. truncatulinoides,0
V19-185,6.7,59.333,-2867,0.3,99.7,O. universa,0.003
V19-185,6.7,59.333,-2867,0.3,99.7,G. conglobatus,0.003
V19-185,6.7,59.333,-2867,0.3,99.7,G. ruber albus,0.215
V19-185,6.7,59.333,-2867,0.3,99.7,G. tenellus,0.007
V19-185,6.7,59.333,-2867,0.3,99.7,T. sacculifer,0.02
V19-185,6.7,59.333,-2867,0.3,99.7,S. dehiscens,0
V19-185,6.7,59.333,-2867,0.3,99.7,G. siphonifera,0.013
V19-185,6.7,59.333,-2867,0.3,99.7,G. calida,0.01
V19-185,6.7,59.333,-2867,0.3,99.7,G. bulloides,0.121
V19-185,6.7,59.333,-2867,0.3,99.7,G. falconensis,0.027
V19-185,6.7,59.333,-2867,0.3,99.7,B. digitata,0
V19-185,6.7,59.333,-2867,0.3,99.7,G. rubescens,0.02
V19-185,6.7,59.333,-2867,0.3,99.7,T. quinqueloba,0.003
V19-185,6.7,59.333,-2867,0.3,99.7,N. pachyderma,0.003
V19-185,6.7,59.333,-2867,0.3,99.7,N. incompta,0.013
V19-185,6.7,59.333,-2867,0.3,99.7,N. dutertrei,0.128
V19-185,6.7,59.333,-2867,0.3,99.7,G. conglomerata,0.013
V19-185,6.7,59.333,-2867,0.3,99.7,G. hexagonus,0.024
V19-185,6.7,59.333,-2867,0.3,99.7,P. obliquiloculata,0.02
V19-185,6.7,59.333,-2867,0.3,99.7,G. inflata,0
V19-185,6.7,59.333,-2867,0.3,99.7,G. crassaformis,0.007
V19-185,6.7,59.333,-2867,0.3,99.7,G. hirsuta,0.01
V19-185,6.7,59.333,-2867,0.3,99.7,G. scitula,0.327
V19-185,6.7,59.333,-2867,0.3,99.7,G. glutinata,0.003
V19-185,6.7,59.333,-2867,0.3,99.7,G. truncatulinoides,0.007
V19-188,6.867,60.667,-3356,0.5,100,O. universa,0.009
V19-188,6.867,60.667,-3356,0.5,100,G. conglobatus,0.003
V19-188,6.867,60.667,-3356,0.5,100,G. ruber albus,0.22
V19-188,6.867,60.667,-3356,0.5,100,G. tenellus,0.016
V19-188,6.867,60.667,-3356,0.5,100,T. sacculifer,0.022
V19-188,6.867,60.667,-3356,0.5,100,S. dehiscens,0
V19-188,6.867,60.667,-3356,0.5,100,G. siphonifera,0.041
V19-188,6.867,60.667,-3356,0.5,100,G. calida,0.013
V19-188,6.867,60.667,-3356,0.5,100,G. bulloides,0.116
V19-188,6.867,60.667,-3356,0.5,100,G. falconensis,0.009
V19-188,6.867,60.667,-3356,0.5,100,B. digitata,0
V19-188,6.867,60.667,-3356,0.5,100,G. rubescens,0.035
V19-188,6.867,60.667,-3356,0.5,100,T. quinqueloba,0.009
V19-188,6.867,60.667,-3356,0.5,100,N. pachyderma,0.003
V19-188,6.867,60.667,-3356,0.5,100,N. incompta,0.044
V19-188,6.867,60.667,-3356,0.5,100,N. dutertrei,0.164
V19-188,6.867,60.667,-3356,0.5,100,G. conglomerata,0.009
V19-188,6.867,60.667,-3356,0.5,100,G. hexagonus,0.035
V19-188,6.867,60.667,-3356,0.5,100,P. obliquiloculata,0.06
V19-188,6.867,60.667,-3356,0.5,100,G. inflata,0
V19-188,6.867,60.667,-3356,0.5,100,G. crassaformis,0.025
V19-188,6.867,60.667,-3356,0.5,100,G. hirsuta,0.013
V19-188,6.867,60.667,-3356,0.5,100,G. scitula,0.148
V19-188,6.867,60.667,-3356,0.5,100,G. glutinata,0.006
V19-188,6.867,60.667,-3356,0.5,100,G. truncatulinoides,0
V19-19,13.233,-78.37,-3760,0.8,99.5,O. universa,0.014
V19-19,13.233,-78.37,-3760,0.8,99.5,G. conglobatus,0.01
V19-19,13.233,-78.37,-3760,0.8,99.5,G. ruber albus,0.622
V19-19,13.233,-78.37,-3760,0.8,99.5,G. tenellus,0.01
V19-19,13.233,-78.37,-3760,0.8,99.5,T. sacculifer,0.077
V19-19,13.233,-78.37,-3760,0.8,99.5,S. dehiscens,0
V19-19,13.233,-78.37,-3760,0.8,99.5,G. siphonifera,0.056
V19-19,13.233,-78.37,-3760,0.8,99.5,G. calida,0
V19-19,13.233,-78.37,-3760,0.8,99.5,G. bulloides,0.007
V19-19,13.233,-78.37,-3760,0.8,99.5,G. falconensis,0.01
V19-19,13.233,-78.37,-3760,0.8,99.5,B. digitata,0.003
V19-19,13.233,-78.37,-3760,0.8,99.5,G. rubescens,0.024
V19-19,13.233,-78.37,-3760,0.8,99.5,T. quinqueloba,0
V19-19,13.233,-78.37,-3760,0.8,99.5,N. pachyderma,0
V19-19,13.233,-78.37,-3760,0.8,99.5,N. incompta,0
V19-19,13.233,-78.37,-3760,0.8,99.5,N. dutertrei,0.038
V19-19,13.233,-78.37,-3760,0.8,99.5,G. conglomerata,0
V19-19,13.233,-78.37,-3760,0.8,99.5,G. hexagonus,0
V19-19,13.233,-78.37,-3760,0.8,99.5,P. obliquiloculata,0.003
V19-19,13.233,-78.37,-3760,0.8,99.5,G. inflata,0.021
V19-19,13.233,-78.37,-3760,0.8,99.5,G. crassaformis,0.007
V19-19,13.233,-78.37,-3760,0.8,99.5,G. hirsuta,0
V19-19,13.233,-78.37,-3760,0.8,99.5,G. scitula,0.073
V19-19,13.233,-78.37,-3760,0.8,99.5,G. glutinata,0.003
V19-19,13.233,-78.37,-3760,0.8,99.5,G. truncatulinoides,0.017
V19-201,-5.333,40.433,-1864,0.7,99.9,O. universa,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,G. conglobatus,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,G. ruber albus,0.273
V19-201,-5.333,40.433,-1864,0.7,99.9,G. tenellus,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,T. sacculifer,0.037
V19-201,-5.333,40.433,-1864,0.7,99.9,S. dehiscens,0
V19-201,-5.333,40.433,-1864,0.7,99.9,G. siphonifera,0.03
V19-201,-5.333,40.433,-1864,0.7,99.9,G. calida,0.022
V19-201,-5.333,40.433,-1864,0.7,99.9,G. bulloides,0.059
V19-201,-5.333,40.433,-1864,0.7,99.9,G. falconensis,0.015
V19-201,-5.333,40.433,-1864,0.7,99.9,B. digitata,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,G. rubescens,0.055
V19-201,-5.333,40.433,-1864,0.7,99.9,T. quinqueloba,0
V19-201,-5.333,40.433,-1864,0.7,99.9,N. pachyderma,0
V19-201,-5.333,40.433,-1864,0.7,99.9,N. incompta,0.033
V19-201,-5.333,40.433,-1864,0.7,99.9,N. dutertrei,0.17
V19-201,-5.333,40.433,-1864,0.7,99.9,G. conglomerata,0
V19-201,-5.333,40.433,-1864,0.7,99.9,G. hexagonus,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,P. obliquiloculata,0.041
V19-201,-5.333,40.433,-1864,0.7,99.9,G. inflata,0.004
V19-201,-5.333,40.433,-1864,0.7,99.9,G. crassaformis,0.022
V19-201,-5.333,40.433,-1864,0.7,99.9,G. hirsuta,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,G. scitula,0.196
V19-201,-5.333,40.433,-1864,0.7,99.9,G. glutinata,0
V19-201,-5.333,40.433,-1864,0.7,99.9,G. truncatulinoides,0
V19-201,-5.333,40.433,-1864,0.7,99.9,O. universa,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,G. conglobatus,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,G. ruber albus,0.273
V19-201,-5.333,40.433,-1864,0.7,99.9,G. tenellus,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,T. sacculifer,0.037
V19-201,-5.333,40.433,-1864,0.7,99.9,S. dehiscens,0
V19-201,-5.333,40.433,-1864,0.7,99.9,G. siphonifera,0.03
V19-201,-5.333,40.433,-1864,0.7,99.9,G. calida,0.022
V19-201,-5.333,40.433,-1864,0.7,99.9,G. bulloides,0.059
V19-201,-5.333,40.433,-1864,0.7,99.9,G. falconensis,0.015
V19-201,-5.333,40.433,-1864,0.7,99.9,B. digitata,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,G. rubescens,0.055
V19-201,-5.333,40.433,-1864,0.7,99.9,T. quinqueloba,0
V19-201,-5.333,40.433,-1864,0.7,99.9,N. pachyderma,0
V19-201,-5.333,40.433,-1864,0.7,99.9,N. incompta,0.033
V19-201,-5.333,40.433,-1864,0.7,99.9,N. dutertrei,0.17
V19-201,-5.333,40.433,-1864,0.7,99.9,G. conglomerata,0
V19-201,-5.333,40.433,-1864,0.7,99.9,G. hexagonus,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,P. obliquiloculata,0.041
V19-201,-5.333,40.433,-1864,0.7,99.9,G. inflata,0.004
V19-201,-5.333,40.433,-1864,0.7,99.9,G. crassaformis,0.022
V19-201,-5.333,40.433,-1864,0.7,99.9,G. hirsuta,0.007
V19-201,-5.333,40.433,-1864,0.7,99.9,G. scitula,0.196
V19-201,-5.333,40.433,-1864,0.7,99.9,G. glutinata,0
V19-201,-5.333,40.433,-1864,0.7,99.9,G. truncatulinoides,0
V19-202,-6.983,41.183,-2589,0.3,100.3,O. universa,0.026
V19-202,-6.983,41.183,-2589,0.3,100.3,G. conglobatus,0.022
V19-202,-6.983,41.183,-2589,0.3,100.3,G. ruber albus,0.223
V19-202,-6.983,41.183,-2589,0.3,100.3,G. tenellus,0.022
V19-202,-6.983,41.183,-2589,0.3,100.3,T. sacculifer,0.055
V19-202,-6.983,41.183,-2589,0.3,100.3,S. dehiscens,0.004
V19-202,-6.983,41.183,-2589,0.3,100.3,G. siphonifera,0.047
V19-202,-6.983,41.183,-2589,0.3,100.3,G. calida,0.026
V19-202,-6.983,41.183,-2589,0.3,100.3,G. bulloides,0.099
V19-202,-6.983,41.183,-2589,0.3,100.3,G. falconensis,0.015
V19-202,-6.983,41.183,-2589,0.3,100.3,B. digitata,0.004
V19-202,-6.983,41.183,-2589,0.3,100.3,G. rubescens,0.036
V19-202,-6.983,41.183,-2589,0.3,100.3,T. quinqueloba,0
V19-202,-6.983,41.183,-2589,0.3,100.3,N. pachyderma,0
V19-202,-6.983,41.183,-2589,0.3,100.3,N. incompta,0.036
V19-202,-6.983,41.183,-2589,0.3,100.3,N. dutertrei,0.099
V19-202,-6.983,41.183,-2589,0.3,100.3,G. conglomerata,0.004
V19-202,-6.983,41.183,-2589,0.3,100.3,G. hexagonus,0.007
V19-202,-6.983,41.183,-2589,0.3,100.3,P. obliquiloculata,0.026
V19-202,-6.983,41.183,-2589,0.3,100.3,G. inflata,0
V19-202,-6.983,41.183,-2589,0.3,100.3,G. crassaformis,0
V19-202,-6.983,41.183,-2589,0.3,100.3,G. hirsuta,0.007
V19-202,-6.983,41.183,-2589,0.3,100.3,G. scitula,0.241
V19-202,-6.983,41.183,-2589,0.3,100.3,G. glutinata,0
V19-202,-6.983,41.183,-2589,0.3,100.3,G. truncatulinoides,0.004
V19-204,-10.23,43.817,-3524,0.3,100.2,O. universa,0.011
V19-204,-10.23,43.817,-3524,0.3,100.2,G. conglobatus,0.028
V19-204,-10.23,43.817,-3524,0.3,100.2,G. ruber albus,0.318
V19-204,-10.23,43.817,-3524,0.3,100.2,G. tenellus,0.007
V19-204,-10.23,43.817,-3524,0.3,100.2,T. sacculifer,0.032
V19-204,-10.23,43.817,-3524,0.3,100.2,S. dehiscens,0
V19-204,-10.23,43.817,-3524,0.3,100.2,G. siphonifera,0.014
V19-204,-10.23,43.817,-3524,0.3,100.2,G. calida,0.018
V19-204,-10.23,43.817,-3524,0.3,100.2,G. bulloides,0.074
V19-204,-10.23,43.817,-3524,0.3,100.2,G. falconensis,0.011
V19-204,-10.23,43.817,-3524,0.3,100.2,B. digitata,0
V19-204,-10.23,43.817,-3524,0.3,100.2,G. rubescens,0
V19-204,-10.23,43.817,-3524,0.3,100.2,T. quinqueloba,0
V19-204,-10.23,43.817,-3524,0.3,100.2,N. pachyderma,0
V19-204,-10.23,43.817,-3524,0.3,100.2,N. incompta,0.039
V19-204,-10.23,43.817,-3524,0.3,100.2,N. dutertrei,0.145
V19-204,-10.23,43.817,-3524,0.3,100.2,G. conglomerata,0
V19-204,-10.23,43.817,-3524,0.3,100.2,G. hexagonus,0.007
V19-204,-10.23,43.817,-3524,0.3,100.2,P. obliquiloculata,0.049
V19-204,-10.23,43.817,-3524,0.3,100.2,G. inflata,0.004
V19-204,-10.23,43.817,-3524,0.3,100.2,G. crassaformis,0.011
V19-204,-10.23,43.817,-3524,0.3,100.2,G. hirsuta,0
V19-204,-10.23,43.817,-3524,0.3,100.2,G. scitula,0.223
V19-204,-10.23,43.817,-3524,0.3,100.2,G. glutinata,0
V19-204,-10.23,43.817,-3524,0.3,100.2,G. truncatulinoides,0.011
V19-21,11.8,-79.07,-3168,0.6,100,O. universa,0.022
V19-21,11.8,-79.07,-3168,0.6,100,G. conglobatus,0.029
V19-21,11.8,-79.07,-3168,0.6,100,G. ruber albus,0.469
